Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Gls/90,npG,npG/90,xG/90,npxG/90,xG/Sh,npG-npxG,shots_p90,accuracy,conversion,shots_p90_norm,accuracy_norm,conversion_norm,Dist_norm,shooting_profile
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24,2000,35.6,11,125,40,32.0,3.51,1.12,0.09,0.28,17.0,0,0,0,10.0,10.0,0.08,1.0,1.0,Matches,0.3089887640449438,11,0.3089887640449438,0.28089887640449435,0.28089887640449435,0.08,1.0,3.5112359550561796,0.32,0.088,0.8823092964732129,0.20543979649682176,-0.030202484649435965,0.5557851239669421,Volume Shooter
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28,1996,18.2,11,67,29,43.3,3.68,1.59,0.16,0.38,16.6,2,0,0,10.2,10.2,0.15,0.8,0.8,Matches,0.6043956043956045,11,0.6043956043956045,0.5604395604395604,0.5604395604395604,0.15223880597014924,0.8000000000000007,3.6813186813186816,0.43283582089552236,0.16417910447761194,0.9453199533875325,0.6634224485792887,0.4190236167442098,0.5144628099173555,Volume Shooter
Kevin Schade,GER,FW,Brentford,Premier League,22,2001,25.5,11,55,27,49.1,2.16,1.06,0.2,0.41,11.5,0,0,0,8.2,8.2,0.15,2.8,2.8,Matches,0.43137254901960786,11,0.43137254901960786,0.32156862745098036,0.32156862745098036,0.14909090909090908,2.8000000000000007,2.156862745098039,0.4909090909090909,0.2,0.38055378289503594,0.8991326158367393,0.6302584606597172,-0.01239669421487595,Efficient Poacher
Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,33,1991,30.7,11,66,23,34.8,2.15,0.75,0.12,0.35,15.8,2,3,3,11.8,9.5,0.15,-0.8,-1.5,Matches,0.3583061889250814,8,0.26058631921824105,0.3843648208469056,0.30944625407166126,0.1787878787878788,-1.5,2.1498371335504887,0.3484848484848485,0.16666666666666666,0.3779510000695023,0.3210552663868081,0.43369270312723107,0.4318181818181819,Balanced Shooter
Shuto Machino,JPN,"FW,MF",Holstein Kiel,Bundesliga,24,1999,21.7,11,49,21,42.9,2.26,0.97,0.18,0.43,17.2,4,2,2,6.5,4.9,0.1,4.5,4.1,Matches,0.5069124423963134,9,0.4147465437788019,0.2995391705069125,0.22580645161290325,0.1326530612244898,4.1,2.2580645161290325,0.42857142857142855,0.22448979591836735,0.41804606805345734,0.6461139583267389,0.774674119255013,0.5764462809917354,Clinical Finisher
Dodi Lukebakio,BEL,FW,Sevilla,La Liga,26,1997,34.4,11,93,38,40.9,2.71,1.11,0.11,0.26,19.2,2,1,1,10.1,9.3,0.1,0.9,0.7,Matches,0.31976744186046513,10,0.29069767441860467,0.2936046511627907,0.27034883720930236,0.1086021505376344,0.6999999999999993,2.703488372093023,0.40860215053763443,0.11827956989247312,0.5830625302559928,0.5650618346172184,0.14835531316071915,0.7830578512396693,Distance Shooter
Brennan Johnson,WAL,FW,Tottenham,Premier League,23,2001,24.2,11,54,20,37.0,2.23,0.83,0.2,0.55,11.4,0,0,0,10.4,10.4,0.19,0.6,0.6,Matches,0.4545454545454546,11,0.4545454545454546,0.4297520661157025,0.4297520661157025,0.1925925925925926,0.5999999999999996,2.231404958677686,0.37037037037037035,0.2037037037037037,0.4081694846697823,0.4098851191391614,0.6520991003855489,-0.022727272727272606,Balanced Shooter
Georges Mikautadze,GEO,FW,Lyon,Ligue 1,23,2000,16.1,11,52,22,42.3,3.23,1.37,0.15,0.36,14.1,0,3,4,10.3,7.0,0.14,0.7,1.0,Matches,0.6832298136645962,8,0.49689440993788814,0.639751552795031,0.43478260869565216,0.1980769230769231,1.0,3.229813664596273,0.4230769230769231,0.21153846153846154,0.7780505996503324,0.6238126343474921,0.6983004536517315,0.256198347107438,Penalty Box Scorer
Vinicius Júnior,BRA,FW,Real Madrid,La Liga,24,2000,25.0,11,78,24,30.8,3.12,0.96,0.12,0.38,17.5,0,2,3,10.4,8.2,0.11,0.6,0.8,Matches,0.44,9,0.36,0.41600000000000004,0.32799999999999996,0.13333333333333333,0.8000000000000007,3.12,0.3076923076923077,0.14102564102564102,0.7373678607477314,0.1554848307833089,0.28248827425608797,0.6074380165289256,Balanced Shooter
Alassane Pléa,FRA,"MF,FW",Gladbach,Bundesliga,31,1993,21.1,11,41,12,29.3,1.94,0.57,0.24,0.83,15.2,1,1,1,7.4,6.6,0.16,3.6,3.4,Matches,0.5213270142180094,10,0.4739336492890995,0.35071090047393366,0.31279620853080564,0.1804878048780488,3.4000000000000004,1.943127962085308,0.2926829268292683,0.2682926829268293,0.30137132046033693,0.09456414088878086,1.0329785492628594,0.3698347107438016,Balanced Shooter
Keito Nakamura,JPN,"FW,MF",Reims,Ligue 1,24,2000,29.4,11,84,32,38.1,2.85,1.09,0.13,0.34,16.8,1,0,0,9.1,9.1,0.11,1.9,1.9,Matches,0.3741496598639456,11,0.3741496598639456,0.30952380952380953,0.30952380952380953,0.10833333333333332,1.9000000000000004,2.857142857142857,0.38095238095238093,0.13095238095238096,0.639987006089469,0.45283581717326643,0.22308653434242467,0.5351239669421488,Balanced Shooter
Nikola Krstović,MNE,FW,Lecce,Serie A,24,2000,34.0,11,134,38,28.4,3.95,1.12,0.07,0.24,18.8,6,2,3,12.1,9.7,0.07,-1.1,-0.7,Matches,0.3235294117647059,9,0.2647058823529412,0.3558823529411765,0.2852941176470588,0.09029850746268657,-0.6999999999999993,3.9411764705882355,0.2835820895522388,0.08208955223880597,1.0415896355944514,0.0576252897400466,-0.06505623389549464,0.7417355371900827,Distance Shooter
Thierno Barry,FRA,FW,Villarreal,La Liga,21,2002,25.8,11,71,24,33.8,2.75,0.93,0.14,0.42,12.0,0,1,1,12.5,11.7,0.17,-1.5,-1.7,Matches,0.4263565891472868,10,0.38759689922480617,0.4844961240310077,0.45348837209302323,0.176056338028169,-1.6999999999999993,2.751937984496124,0.3380281690140845,0.15492957746478872,0.6010116893025844,0.27861326740112224,0.3644794082214261,0.039256198347107515,Balanced Shooter
Gaëtan Laborde,FRA,FW,Nice,Ligue 1,30,1994,20.3,11,70,20,28.6,3.44,0.98,0.1,0.35,14.6,0,4,4,11.7,8.6,0.12,-0.7,-1.6,Matches,0.541871921182266,7,0.3448275862068965,0.5763546798029556,0.4236453201970443,0.16714285714285712,-1.5999999999999996,3.4482758620689653,0.2857142857142857,0.15714285714285714,0.8589844303584248,0.06627953486632147,0.37753105811794935,0.30785123966942146,Volume Shooter
Christian Pulisic,USA,"FW,MF",Milan,Serie A,25,1998,27.5,11,53,20,37.7,1.92,0.73,0.15,0.4,16.7,1,3,4,12.0,8.9,0.17,-1.0,-0.9,Matches,0.4,8,0.2909090909090909,0.43636363636363634,0.32363636363636367,0.22641509433962265,-0.9000000000000004,1.9272727272727272,0.37735849056603776,0.20754716981132076,0.2954974214288175,0.43824878765224984,0.6747639151953744,0.524793388429752,Balanced Shooter
Kaoru Mitoma,JPN,"FW,MF",Brighton,Premier League,27,1997,28.9,10,57,27,47.4,1.97,0.93,0.18,0.37,13.9,0,0,0,9.2,9.2,0.16,0.8,0.8,Matches,0.34602076124567477,10,0.34602076124567477,0.31833910034602075,0.31833910034602075,0.1614035087719298,0.8000000000000007,1.972318339100346,0.47368421052631576,0.17543859649122806,0.3121854981943854,0.8292195657352918,0.48542053405683266,0.2355371900826447,Efficient Poacher
Amine Gouiri,ALG,"FW,MF",Marseille,Ligue 1,24,2000,11.6,10,51,24,47.1,4.38,2.06,0.2,0.42,15.2,1,0,0,8.4,8.4,0.17,1.6,1.6,Matches,0.8620689655172414,10,0.8620689655172414,0.7241379310344828,0.7241379310344828,0.16470588235294117,1.5999999999999996,4.3965517241379315,0.47058823529411764,0.19607843137254902,1.2102927984565417,0.8166534946386265,0.6071330774206011,0.3698347107438016,Volume Shooter
Roberto Piccoli,ITA,FW,Cagliari,Serie A,23,2001,34.7,10,97,28,28.9,2.79,0.81,0.09,0.32,13.1,1,1,1,12.7,12.0,0.12,-2.7,-3.0,Matches,0.2881844380403458,9,0.25936599423631124,0.3659942363112391,0.34582132564841495,0.13092783505154637,-3.0,2.795389048991354,0.28865979381443296,0.10309278350515463,0.6171090330930722,0.07823488380364962,0.05879924803949998,0.1528925619834711,Balanced Shooter
Pedro,ESP,"FW,MF",Lazio,Serie A,37,1987,12.2,10,37,16,43.2,3.02,1.31,0.22,0.5,19.1,0,2,2,5.3,3.8,0.1,4.7,4.2,Matches,0.819672131147541,8,0.6557377049180328,0.43442622950819676,0.3114754098360656,0.14324324324324325,4.2,3.0327868852459017,0.43243243243243246,0.2702702702702703,0.7050579620710234,0.6617851589608044,1.0446403278903635,0.7727272727272728,Distance Shooter
Paul Nebel,GER,MF,Mainz 05,Bundesliga,21,2002,26.1,10,44,18,40.9,1.69,0.69,0.23,0.56,17.1,0,0,0,5.8,5.8,0.13,4.2,4.2,Matches,0.38314176245210724,10,0.38314176245210724,0.2222222222222222,0.2222222222222222,0.1318181818181818,4.2,1.685823754789272,0.4090909090909091,0.22727272727272727,0.2060476654083898,0.567045627854864,0.7910849895499329,0.566115702479339,Balanced Shooter
Fábio Silva,POR,FW,Las Palmas,La Liga,22,2002,20.7,10,46,20,43.5,2.22,0.96,0.17,0.4,14.8,0,2,3,8.8,6.4,0.14,1.2,1.6,Matches,0.48309178743961356,8,0.3864734299516908,0.42512077294685996,0.3091787439613527,0.19130434782608696,1.5999999999999996,2.2222222222222223,0.43478260869565216,0.21739130434782608,0.40476755039318313,0.6713241506511048,0.7328145080679707,0.328512396694215,Clinical Finisher
Gaëtan Perrin,FRA,"MF,FW",Auxerre,Ligue 1,28,1996,29.9,10,59,26,44.1,1.97,0.87,0.17,0.38,19.2,5,0,0,6.1,6.1,0.1,3.9,3.9,Matches,0.33444816053511706,10,0.33444816053511706,0.2040133779264214,0.2040133779264214,0.10338983050847457,3.9000000000000004,1.9732441471571907,0.4406779661016949,0.1694915254237288,0.31252848290024154,0.6952524687894862,0.450350818172357,0.7830578512396693,Balanced Shooter
Nicolas Jackson,SEN,FW,Chelsea,Premier League,23,2001,24.7,10,76,34,44.7,3.08,1.38,0.13,0.29,12.9,0,0,0,12.3,12.3,0.16,-2.3,-2.3,Matches,0.4048582995951417,10,0.4048582995951417,0.49797570850202433,0.49797570850202433,0.1618421052631579,-2.3000000000000007,3.076923076923077,0.4473684210526316,0.13157894736842105,0.7214091253689526,0.7224079614136361,0.2267813794088247,0.13223140495867777,Penalty Box Scorer
Andrea Pinamonti,ITA,FW,Genoa,Serie A,25,1999,31.7,10,78,29,37.2,2.46,0.92,0.13,0.34,16.1,2,0,1,7.7,7.0,0.09,2.3,3.0,Matches,0.31545741324921134,10,0.31545741324921134,0.24290220820189276,0.22082018927444796,0.09871794871794871,3.0,2.460567823343849,0.3717948717948718,0.1282051282051282,0.49306759843059017,0.41566694387452185,0.2068860598205164,0.4628099173553721,Balanced Shooter
João Pedro,BRA,"FW,MF",Brighton,Premier League,22,2001,21.6,10,42,15,35.7,1.94,0.69,0.12,0.33,17.2,0,5,5,8.9,5.0,0.12,1.1,0.0,Matches,0.4629629629629629,5,0.23148148148148145,0.41203703703703703,0.23148148148148145,0.2119047619047619,0.0,1.9444444444444444,0.35714285714285715,0.23809523809523808,0.301859038526058,0.3561967465965303,0.854905040696844,0.5764462809917354,Balanced Shooter
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20,2004,31.7,10,46,16,34.8,1.45,0.5,0.22,0.63,16.2,0,0,0,5.1,5.1,0.11,4.9,4.9,Matches,0.31545741324921134,10,0.31545741324921134,0.1608832807570978,0.1608832807570978,0.1108695652173913,4.9,1.4511041009463723,0.34782608695652173,0.21739130434782608,0.11909092438980748,0.31838145810998125,0.7328145080679707,0.4731404958677685,Balanced Shooter
Gonçalo Ramos,POR,FW,Paris S-G,Ligue 1,23,2001,11.8,10,52,29,55.8,4.39,2.45,0.15,0.28,11.3,0,2,3,13.6,11.3,0.22,-3.6,-3.3,Matches,0.847457627118644,8,0.6779661016949152,1.1525423728813557,0.9576271186440678,0.26153846153846155,-3.3000000000000007,4.406779661016949,0.5576923076923077,0.19230769230769232,1.2140819488058276,1.1701950718390395,0.5848971319983742,-0.03305785123966926,Penalty Box Scorer
Cody Gakpo,NED,FW,Liverpool,Premier League,25,1999,21.5,10,57,22,38.6,2.65,1.02,0.18,0.45,15.1,0,0,0,7.1,7.1,0.12,2.9,2.9,Matches,0.46511627906976744,10,0.46511627906976744,0.3302325581395349,0.3302325581395349,0.12456140350877193,2.9000000000000004,2.6511627906976742,0.38596491228070173,0.17543859649122806,0.5636774384856739,0.4731808846631056,0.48542053405683266,0.3595041322314049,Balanced Shooter
Tijjani Reijnders,NED,MF,Milan,Serie A,26,1998,34.8,10,77,28,36.4,2.22,0.81,0.13,0.36,20.0,2,0,0,7.5,7.5,0.1,2.5,2.5,Matches,0.2873563218390805,10,0.2873563218390805,0.21551724137931036,0.21551724137931036,0.09740259740259741,2.5,2.21264367816092,0.36363636363636365,0.12987012987012986,0.4012189810184547,0.382552856753822,0.21670452922773348,0.8657024793388429,Balanced Shooter
Hamed Junior Traorè,CIV,MF,Auxerre,Ligue 1,24,2000,23.3,10,68,27,39.7,2.92,1.16,0.15,0.37,19.1,2,0,0,7.9,7.9,0.12,2.1,2.1,Matches,0.4291845493562232,10,0.4291845493562232,0.33905579399141633,0.33905579399141633,0.1161764705882353,2.0999999999999996,2.9184549356223175,0.39705882352941174,0.14705882352941177,0.6627013312103549,0.5182093060928232,0.3180657869316511,0.7727272727272728,Distance Shooter
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21,2003,23.9,10,50,23,46.0,2.09,0.96,0.2,0.43,19.4,4,0,0,5.1,5.1,0.1,4.9,4.9,Matches,0.4184100418410042,10,0.4184100418410042,0.21338912133891214,0.21338912133891214,0.102,4.9,2.092050209205021,0.46,0.2,0.35654264106632944,0.7736775314880309,0.6302584606597172,0.8037190082644626,Balanced Shooter
Dani Olmo,ESP,"MF,FW",Barcelona,La Liga,26,1998,13.5,10,40,15,37.5,2.97,1.11,0.2,0.53,18.1,1,2,2,6.5,4.9,0.12,3.5,3.1,Matches,0.7407407407407407,8,0.5925925925925926,0.48148148148148145,0.362962962962963,0.1625,3.0999999999999996,2.962962962962963,0.375,0.25,0.6791902487055166,0.42867604952908245,0.9251070969584463,0.6694214876033059,Clinical Finisher
Abdoulaye Touré,GUI,MF,Le Havre,Ligue 1,30,1994,25.8,10,38,6,15.8,1.47,0.23,0.05,0.33,25.4,0,8,9,9.4,2.2,0.06,0.6,-0.2,Matches,0.38759689922480617,2,0.07751937984496124,0.3643410852713178,0.08527131782945736,0.2473684210526316,-0.20000000000000018,1.4728682170542635,0.15789473684210525,0.2631578947368421,0.12715389047256653,-0.45251968612457827,1.0026988433528485,1.423553719008264,Balanced Shooter
